timeTick, motor1, motor2, motor3, motor4, kalX, kalY, kalZ, kalPX, kalPY, kalPZ
474720, 0.0, 0.0, 0.0, 0.0, 2.0433144569396973, -0.30454879999160767, -0.29557889699935913, -0.059721749275922775, 2.68984317779541, 1.9950745105743408
474730, 0.0, 0.0, 0.0, 0.0, 2.0437827110290527, -0.3185613453388214, -0.2882853150367737, -0.06097123399376869, 2.649790048599243, 1.9667048454284668
474741, 0.0, 0.0, 0.0, 0.0, 2.0436267852783203, -0.297340452671051, -0.3144432604312897, -0.0628887340426445, 2.7490546703338623, 2.0608088970184326
474750, 0.0, 0.0, 0.0, 0.0, 2.0437536239624023, -0.308183491230011, -0.300972580909729, -0.06255345046520233, 2.7166566848754883, 1.9724702835083008
474760, 0.0, 0.0, 0.0, 0.0, 2.043797016143799, -0.3096446692943573, -0.3022264242172241, -0.062230776995420456, 2.723572015762329, 1.9636375904083252
474771, 0.0, 0.0, 0.0, 0.0, 2.043802261352539, -0.30070760846138, -0.3193657696247101, -0.062687449157238, 2.7747232913970947, 2.040239095687866
474780, 0.0, 0.0, 0.0, 0.0, 2.043696880340576, -0.31131356954574585, -0.30554327368736267, -0.06005489453673363, 2.7410800457000732, 1.9542280435562134
474790, 0.0, 0.0, 0.0, 0.0, 2.0436127185821533, -0.3020983338356018, -0.32300281524658203, -0.059856392443180084, 2.793395757675171, 2.0329408645629883
474800, 0.0, 0.0, 0.0, 0.0, 2.043454170227051, -0.3023269772529602, -0.32516616582870483, -0.057549234479665756, 2.8042969703674316, 2.031235694885254
474811, 0.0, 0.0, 0.0, 0.0, 2.043205976486206, -0.3001530170440674, -0.33030200004577637, -0.054780635982751846, 2.8260793685913086, 2.0403075218200684
474820, 0.0, 0.0, 0.0, 0.0, 2.0431528091430664, -0.3096544146537781, -0.3147985637187958, -0.053038787096738815, 2.78407621383667, 1.960305094718933
474830, 0.0, 0.0, 0.0, 0.0, 2.042929172515869, -0.31113117933273315, -0.31574270129203796, -0.04963123798370361, 2.7889788150787354, 1.95091712474823
474840, 0.0, 0.0, 0.0, 0.0, 2.0423452854156494, -0.3021397292613983, -0.33624646067619324, -0.04361885413527489, 2.851698398590088, 2.023977279663086
474850, 0.0, 0.0, 0.0, 0.0, 2.0422821044921875, -0.3111429214477539, -0.3209555447101593, -0.041704125702381134, 2.810546636581421, 1.946505069732666
474861, 0.0, 0.0, 0.0, 0.0, 2.041496753692627, -0.29018983244895935, -0.3497973084449768, -0.036176953464746475, 2.916480541229248, 2.0330028533935547
474870, 0.0, 0.0, 0.0, 0.0, 2.0415375232696533, -0.30362313985824585, -0.3392595648765564, -0.03398020938038826, 2.864893913269043, 2.0125842094421387
474880, 0.0, 0.0, 0.0, 0.0, 2.0410802364349365, -0.30204564332962036, -0.34372231364250183, -0.028849521651864052, 2.8815011978149414, 2.017106294631958
474890, 0.0, 0.0, 0.0, 0.0, 2.0400888919830322, -0.28758129477500916, -0.3604353964328766, -0.02047436684370041, 2.9548733234405518, 2.03543758392334
474900, 0.0, 0.0, 0.0, 0.0, 2.040132999420166, -0.301099568605423, -0.3497379422187805, -0.01834140159189701, 2.9026949405670166, 2.0146994590759277
474910, 0.0, 0.0, 0.0, 0.0, 2.0397162437438965, -0.30306276679039, -0.35011589527130127, -0.012986917980015278, 2.9018032550811768, 2.000232696533203
474921, 0.0, 0.0, 0.0, 0.0, 2.0393006801605225, -0.3046717047691345, -0.3507310450077057, -0.007326801773160696, 2.901782274246216, 1.9870727062225342
474930, 0.0, 0.0, 0.0, 0.0, 2.0388262271881104, -0.2932147979736328, -0.3620236814022064, -0.0037523494102060795, 2.9534149169921875, 1.9940108060836792
474940, 0.0, 0.0, 0.0, 0.0, 2.0384087562561035, -0.2945845425128937, -0.36302220821380615, 0.0014886638382449746, 2.9545016288757324, 1.9834110736846924
474950, 0.0, 0.0, 0.0, 0.0, 2.038057565689087, -0.29572197794914246, -0.36414834856987, 0.0063501023687422276, 2.9561924934387207, 1.9732133150100708
474960, 0.0, 0.0, 0.0, 0.0, 2.0376522541046143, -0.2947043180465698, -0.3681122958660126, 0.011134549975395203, 2.967254400253296, 1.9720306396484375
474970, 0.0, 0.0, 0.0, 0.0, 2.0371978282928467, -0.2878406047821045, -0.384828120470047, 0.014670287258923054, 3.008378505706787, 2.037013292312622
474980, 0.0, 0.0, 0.0, 0.0, 2.036963701248169, -0.2904336154460907, -0.38458582758903503, 0.0189676471054554, 3.002776861190796, 2.019244909286499
474990, 0.0, 0.0, 0.0, 0.0, 2.0367727279663086, -0.2926271855831146, -0.3845340311527252, 0.022710129618644714, 2.9981842041015625, 2.003523349761963
475000, 0.0, 0.0, 0.0, 0.0, 2.036630630493164, -0.29450440406799316, -0.384661465883255, 0.026135971769690514, 2.99428391456604, 1.9894458055496216
475011, 0.0, 0.0, 0.0, 0.0, 2.0362305641174316, -0.28201037645339966, -0.3967142105102539, 0.028565863147377968, 3.047503709793091, 2.0001139640808105
475021, 0.0, 0.0, 0.0, 0.0, 2.0362234115600586, -0.28535211086273193, -0.3955719470977783, 0.030946267768740654, 3.036574363708496, 1.9789625406265259
475030, 0.0, 0.0, 0.0, 0.0, 2.0362818241119385, -0.28821614384651184, -0.3946315348148346, 0.03305165842175484, 3.027090549468994, 1.9598569869995117
475040, 0.0, 0.0, 0.0, 0.0, 2.036379098892212, -0.29076045751571655, -0.39392516016960144, 0.0346650630235672, 3.0187065601348877, 1.9431008100509644
475050, 0.0, 0.0, 0.0, 0.0, 2.036555528640747, -0.2930315434932709, -0.39342400431632996, 0.03567531704902649, 3.0111708641052246, 1.9283126592636108
475061, 0.0, 0.0, 0.0, 0.0, 2.036775588989258, -0.29505252838134766, -0.3931085765361786, 0.036021314561367035, 3.004310131072998, 1.9156521558761597
475070, 0.0, 0.0, 0.0, 0.0, 2.037019968032837, -0.29491811990737915, -0.395660936832428, 0.035769280046224594, 3.0072619915008545, 1.9129019975662231
475080, 0.0, 0.0, 0.0, 0.0, 2.0369677543640137, -0.28683584928512573, -0.41454440355300903, 0.03586138039827347, 3.053281307220459, 1.9858354330062866
475090, 0.0, 0.0, 0.0, 0.0, 2.037442684173584, -0.2903551459312439, -0.41227197647094727, 0.03471364080905914, 3.0381219387054443, 1.963395595550537
475101, 0.0, 0.0, 0.0, 0.0, 2.037928581237793, -0.29343709349632263, -0.4103669226169586, 0.033132705837488174, 3.024059295654297, 1.945172667503357
475110, 0.0, 0.0, 0.0, 0.0, 2.0384488105773926, -0.29612216353416443, -0.4087344706058502, 0.03105957806110382, 3.011192798614502, 1.9301860332489014
475121, 0.0, 0.0, 0.0, 0.0, 2.0390193462371826, -0.2984110116958618, -0.40726226568222046, 0.02821842022240162, 2.9993646144866943, 1.9172412157058716
475130, 0.0, 0.0, 0.0, 0.0, 2.0390586853027344, -0.2864890694618225, -0.41865450143814087, 0.026902224868535995, 3.048804998397827, 1.9280571937561035
475141, 0.0, 0.0, 0.0, 0.0, 2.0397231578826904, -0.29009103775024414, -0.41580861806869507, 0.0234388317912817, 3.0303714275360107, 1.908219337463379
475151, 0.0, 0.0, 0.0, 0.0, 2.0403947830200195, -0.2932594418525696, -0.4132847487926483, 0.019543398171663284, 3.0138401985168457, 1.8919354677200317
475160, 0.0, 0.0, 0.0, 0.0, 2.041046380996704, -0.29598769545555115, -0.41101130843162537, 0.015553491190075874, 2.9990832805633545, 1.8778479099273682
475170, 0.0, 0.0, 0.0, 0.0, 2.041419267654419, -0.2885143756866455, -0.42783716320991516, 0.012750943191349506, 3.040349245071411, 1.9541857242584229
475180, 0.0, 0.0, 0.0, 0.0, 2.042091131210327, -0.29240474104881287, -0.4241860806941986, 0.008230417035520077, 3.0201704502105713, 1.9345834255218506
475190, 0.0, 0.0, 0.0, 0.0, 2.0427799224853516, -0.2956760823726654, -0.4208980202674866, 0.0035097310319542885, 3.0023765563964844, 1.91907799243927
475200, 0.0, 0.0, 0.0, 0.0, 2.042935609817505, -0.28423598408699036, -0.4313998520374298, 0.001000855932943523, 3.049313545227051, 1.9275920391082764
475210, 0.0, 0.0, 0.0, 0.0, 2.044020891189575, -0.30073675513267517, -0.4153438210487366, -0.005243297666311264, 2.9725186824798584, 1.8986096382141113
475220, 0.0, 0.0, 0.0, 0.0, 2.044166326522827, -0.2890729308128357, -0.4261649250984192, -0.007852419279515743, 3.021364688873291, 1.91044020652771
475230, 0.0, 0.0, 0.0, 0.0, 2.044752836227417, -0.29250556230545044, -0.4223249554634094, -0.012419176287949085, 3.00234055519104, 1.8958829641342163
475240, 0.0, 0.0, 0.0, 0.0, 2.0452980995178223, -0.2953997552394867, -0.41894620656967163, -0.016642317175865173, 2.9858148097991943, 1.8855557441711426
475250, 0.0, 0.0, 0.0, 0.0, 2.0457756519317627, -0.2978420853614807, -0.4159420132637024, -0.020657075569033623, 2.9714293479919434, 1.8781359195709229
475260, 0.0, 0.0, 0.0, 0.0, 2.046215057373047, -0.29982176423072815, -0.4133010804653168, -0.024687694385647774, 2.9593844413757324, 1.8727649450302124
475270, 0.0, 0.0, 0.0, 0.0, 2.0465638637542725, -0.29180267453193665, -0.4296392798423767, -0.027924148365855217, 3.0018765926361084, 1.9531149864196777
475280, 0.0, 0.0, 0.0, 0.0, 2.0469343662261963, -0.2932337522506714, -0.42736515402793884, -0.03130502626299858, 2.99226450920105, 1.950368881225586
475290, 0.0, 0.0, 0.0, 0.0, 2.047280788421631, -0.29586851596832275, -0.4237673878669739, -0.03446667268872261, 2.9770660400390625, 1.9401350021362305
475300, 0.0, 0.0, 0.0, 0.0, 2.047572374343872, -0.29806461930274963, -0.4206508696079254, -0.03735189884901047, 2.9639763832092285, 1.933303952217102
475310, 0.0, 0.0, 0.0, 0.0, 2.047783851623535, -0.2997930645942688, -0.4178990423679352, -0.03969172015786171, 2.952780246734619, 1.9289239645004272
475322, 0.0, 0.0, 0.0, 0.0, 2.047764301300049, -0.2877517640590668, -0.42856565117836, -0.041089314967393875, 3.0029399394989014, 1.943156361579895
475330, 0.0, 0.0, 0.0, 0.0, 2.047895669937134, -0.2890688478946686, -0.426501601934433, -0.04253412410616875, 2.994110107421875, 1.9441659450531006
475340, 0.0, 0.0, 0.0, 0.0, 2.048011541366577, -0.29152578115463257, -0.42291635274887085, -0.04358872398734093, 2.9798264503479004, 1.9345312118530273
475351, 0.0, 0.0, 0.0, 0.0, 2.048041343688965, -0.2934999167919159, -0.41982391476631165, -0.044465575367212296, 2.9677155017852783, 1.9275456666946411
475360, 0.0, 0.0, 0.0, 0.0, 2.048168897628784, -0.2852938771247864, -0.4360760748386383, -0.045786112546920776, 3.0104150772094727, 2.006173849105835
475370, 0.0, 0.0, 0.0, 0.0, 2.0481061935424805, -0.2846575379371643, -0.43637940287590027, -0.04575232416391373, 3.0108773708343506, 2.0106935501098633
475380, 0.0, 0.0, 0.0, 0.0, 2.0479724407196045, -0.284048855304718, -0.4367586374282837, -0.045233771204948425, 3.01139497756958, 2.014772653579712
475390, 0.0, 0.0, 0.0, 0.0, 2.047776460647583, -0.28349074721336365, -0.4371616542339325, -0.044221099466085434, 3.0119121074676514, 2.0186362266540527
475400, 0.0, 0.0, 0.0, 0.0, 2.0475449562072754, -0.28504908084869385, -0.43462613224983215, -0.04253605008125305, 3.002573013305664, 2.0119802951812744
475410, 0.0, 0.0, 0.0, 0.0, 2.047280788421631, -0.2879487872123718, -0.4307935833930969, -0.040459368377923965, 2.9873173236846924, 1.996341586112976
475420, 0.0, 0.0, 0.0, 0.0, 2.046980381011963, -0.27588605880737305, -0.4409146010875702, -0.03948120400309563, 3.0353012084960938, 2.0061686038970947
475430, 0.0, 0.0, 0.0, 0.0, 2.046612501144409, -0.2782678008079529, -0.437777042388916, -0.03656741976737976, 3.022588014602661, 1.9958217144012451
475440, 0.0, 0.0, 0.0, 0.0, 2.046229600906372, -0.28182879090309143, -0.43326836824417114, -0.03303753584623337, 3.0039892196655273, 1.9753227233886719
475450, 0.0, 0.0, 0.0, 0.0, 2.0457675457000732, -0.28115299344062805, -0.4337850511074066, -0.029511183500289917, 3.0049519538879395, 1.9780733585357666
475461, 0.0, 0.0, 0.0, 0.0, 2.0453028678894043, -0.2805572748184204, -0.43429630994796753, -0.025660056620836258, 3.005492687225342, 1.9803941249847412
475470, 0.0, 0.0, 0.0, 0.0, 2.045241594314575, -0.29453304409980774, -0.42132657766342163, -0.02380228415131569, 2.945573329925537, 1.9600549936294556
475480, 0.0, 0.0, 0.0, 0.0, 2.0447537899017334, -0.29745781421661377, -0.4175523519515991, -0.019598403945565224, 2.9291653633117676, 1.9428505897521973
475490, 0.0, 0.0, 0.0, 0.0, 2.044248342514038, -0.30004554986953735, -0.414201021194458, -0.014967521652579308, 2.914538621902466, 1.9284780025482178
475500, 0.0, 0.0, 0.0, 0.0, 2.043750047683716, -0.3022978901863098, -0.41119885444641113, -0.010443324223160744, 2.9015774726867676, 1.9152746200561523
475510, 0.0, 0.0, 0.0, 0.0, 2.042870044708252, -0.283611536026001, -0.4370742738246918, -0.004790426231920719, 2.989316940307617, 1.9973257780075073
475520, 0.0, 0.0, 0.0, 0.0, 2.04280686378479, -0.2934122681617737, -0.41813600063323975, -0.003339393064379692, 2.935682773590088, 1.9104090929031372
475530, 0.0, 0.0, 0.0, 0.0, 2.042294502258301, -0.29321324825286865, -0.4184901714324951, 0.0011497973464429379, 2.9349255561828613, 1.909789800643921
475540, 0.0, 0.0, 0.0, 0.0, 2.0418028831481934, -0.2930995523929596, -0.4187774360179901, 0.005507193971425295, 2.933678150177002, 1.907854676246643
475550, 0.0, 0.0, 0.0, 0.0, 2.041325807571411, -0.29312771558761597, -0.4190049171447754, 0.009880070574581623, 2.932105302810669, 1.9051984548568726
475560, 0.0, 0.0, 0.0, 0.0, 2.0409369468688965, -0.29515138268470764, -0.41649338603019714, 0.013881302438676357, 2.920973062515259, 1.8932993412017822
475570, 0.0, 0.0, 0.0, 0.0, 2.0405304431915283, -0.2889472246170044, -0.4311772584915161, 0.01692037656903267, 2.9565157890319824, 1.958419680595398
475580, 0.0, 0.0, 0.0, 0.0, 2.0402262210845947, -0.29208123683929443, -0.42746901512145996, 0.020534997805953026, 2.9401683807373047, 1.9401413202285767
475590, 0.0, 0.0, 0.0, 0.0, 2.0399491786956787, -0.29485562443733215, -0.42412176728248596, 0.023886628448963165, 2.9250450134277344, 1.9253382682800293
475601, 0.0, 0.0, 0.0, 0.0, 2.039720296859741, -0.2972537577152252, -0.42106688022613525, 0.026684436947107315, 2.9114599227905273, 1.9122848510742188
475611, 0.0, 0.0, 0.0, 0.0, 2.0395805835723877, -0.3008924722671509, -0.4167768955230713, 0.028846634551882744, 2.891472339630127, 1.8915388584136963
475620, 0.0, 0.0, 0.0, 0.0, 2.039273500442505, -0.2907259464263916, -0.4255162477493286, 0.030660586431622505, 2.933227300643921, 1.8934417963027954
475630, 0.0, 0.0, 0.0, 0.0, 2.039214849472046, -0.29387030005455017, -0.4217376708984375, 0.03246038407087326, 2.9160683155059814, 1.8771793842315674
475640, 0.0, 0.0, 0.0, 0.0, 2.0392022132873535, -0.29661130905151367, -0.4182296693325043, 0.03364589065313339, 2.9004220962524414, 1.8628203868865967
475651, 0.0, 0.0, 0.0, 0.0, 2.0392558574676514, -0.2990262508392334, -0.41503915190696716, 0.03414130210876465, 2.886410713195801, 1.8502212762832642
475661, 0.0, 0.0, 0.0, 0.0, 2.0390164852142334, -0.28960463404655457, -0.433696448802948, 0.034593671560287476, 2.938166856765747, 1.9356069564819336
475670, 0.0, 0.0, 0.0, 0.0, 2.0392417907714844, -0.2935948073863983, -0.42879819869995117, 0.03386552259325981, 2.9163753986358643, 1.9125051498413086
475680, 0.0, 0.0, 0.0, 0.0, 2.039491653442383, -0.29709091782569885, -0.42433568835258484, 0.03308301419019699, 2.896414041519165, 1.8937745094299316
475690, 0.0, 0.0, 0.0, 0.0, 2.039792060852051, -0.3001215159893036, -0.42026209831237793, 0.0315714068710804, 2.8786206245422363, 1.8780949115753174
475701, 0.0, 0.0, 0.0, 0.0, 2.0397024154663086, -0.2887967824935913, -0.4297494888305664, 0.031131604686379433, 2.92523455619812, 1.8877712488174438
475711, 0.0, 0.0, 0.0, 0.0, 2.0404891967773438, -0.30504804849624634, -0.4131235182285309, 0.027272796258330345, 2.8478281497955322, 1.8565988540649414
475721, 0.0, 0.0, 0.0, 0.0, 2.040923595428467, -0.30849912762641907, -0.4084693193435669, 0.024189133197069168, 2.82735013961792, 1.839634895324707
475730, 0.0, 0.0, 0.0, 0.0, 2.040954828262329, -0.2986304461956024, -0.41682255268096924, 0.022670703008770943, 2.8691482543945312, 1.8436181545257568
475740, 0.0, 0.0, 0.0, 0.0, 2.0414013862609863, -0.3015834093093872, -0.41277623176574707, 0.01937917247414589, 2.8522913455963135, 1.8317478895187378
475750, 0.0, 0.0, 0.0, 0.0, 2.0418930053710938, -0.30557793378829956, -0.40752682089805603, 0.01585100032389164, 2.8303627967834473, 1.813075065612793
475761, 0.0, 0.0, 0.0, 0.0, 2.042034149169922, -0.29800722002983093, -0.42269331216812134, 0.013403917662799358, 2.872223138809204, 1.8918547630310059
475770, 0.0, 0.0, 0.0, 0.0, 2.0424764156341553, -0.2997302711009979, -0.41948291659355164, 0.009700006805360317, 2.861159324645996, 1.887637972831726
475780, 0.0, 0.0, 0.0, 0.0, 2.0429413318634033, -0.3027176260948181, -0.4150306284427643, 0.005754302255809307, 2.8443610668182373, 1.8764580488204956
475790, 0.0, 0.0, 0.0, 0.0, 2.043390989303589, -0.30518656969070435, -0.41101187467575073, 0.0017636929405853152, 2.830052614212036, 1.868981957435608
475801, 0.0, 0.0, 0.0, 0.0, 2.0438015460968018, -0.3071620464324951, -0.4074058532714844, -0.002207285724580288, 2.8180997371673584, 1.864113450050354
475810, 0.0, 0.0, 0.0, 0.0, 2.044184923171997, -0.30689066648483276, -0.4067549705505371, -0.006246504839509726, 2.817366600036621, 1.8708183765411377
475820, 0.0, 0.0, 0.0, 0.0, 2.0442099571228027, -0.29546305537223816, -0.41647088527679443, -0.008497830480337143, 2.867457389831543, 1.8858675956726074
475830, 0.0, 0.0, 0.0, 0.0, 2.0445587635040283, -0.29679757356643677, -0.4135178327560425, -0.012323003262281418, 2.858882427215576, 1.886091709136963
475840, 0.0, 0.0, 0.0, 0.0, 2.0449318885803223, -0.2993801534175873, -0.4093952178955078, -0.015898721292614937, 2.844663381576538, 1.8792691230773926
475850, 0.0, 0.0, 0.0, 0.0, 2.0451414585113525, -0.29144322872161865, -0.42443665862083435, -0.01885409839451313, 2.8865766525268555, 1.958161473274231
475860, 0.0, 0.0, 0.0, 0.0, 2.045548439025879, -0.303059458732605, -0.40247517824172974, -0.022748755291104317, 2.8240702152252197, 1.8723430633544922
475870, 0.0, 0.0, 0.0, 0.0, 2.0457441806793213, -0.29469048976898193, -0.41775748133659363, -0.025490567088127136, 2.8682312965393066, 1.9524484872817993
475880, 0.0, 0.0, 0.0, 0.0, 2.0460402965545654, -0.29738107323646545, -0.41351234912872314, -0.02865154668688774, 2.8547961711883545, 1.9437392950057983
475890, 0.0, 0.0, 0.0, 0.0, 2.046257734298706, -0.2994680404663086, -0.4097258746623993, -0.03147685527801514, 2.844048500061035, 1.9377763271331787
475900, 0.0, 0.0, 0.0, 0.0, 2.046438217163086, -0.30106320977211, -0.40643447637557983, -0.03391025960445404, 2.8356802463531494, 1.93434739112854
475910, 0.0, 0.0, 0.0, 0.0, 2.0466105937957764, -0.3037744164466858, -0.40212327241897583, -0.03594433143734932, 2.8224520683288574, 1.9242721796035767
475920, 0.0, 0.0, 0.0, 0.0, 2.0465612411499023, -0.29326462745666504, -0.4106806814670563, -0.03744327649474144, 2.868070602416992, 1.9322984218597412
475930, 0.0, 0.0, 0.0, 0.0, 2.046665906906128, -0.2952496111392975, -0.40714776515960693, -0.039160437881946564, 2.8585853576660156, 1.9267809391021729
475941, 0.0, 0.0, 0.0, 0.0, 2.0467119216918945, -0.2968492805957794, -0.4041091799736023, -0.04036933183670044, 2.8510897159576416, 1.9233040809631348
475950, 0.0, 0.0, 0.0, 0.0, 2.046708822250366, -0.29806095361709595, -0.4014817476272583, -0.04129977524280548, 2.8456807136535645, 1.920764684677124
475960, 0.0, 0.0, 0.0, 0.0, 2.0466697216033936, -0.29708433151245117, -0.4018547236919403, -0.04201028496026993, 2.8509767055511475, 1.9286173582077026
475970, 0.0, 0.0, 0.0, 0.0, 2.0466721057891846, -0.2862947881221771, -0.42059028148651123, -0.04291746765375137, 2.9068331718444824, 2.0179662704467773
475980, 0.0, 0.0, 0.0, 0.0, 2.0465779304504395, -0.2874296009540558, -0.4182673394680023, -0.042469266802072525, 2.90234375, 2.014336585998535
475990, 0.0, 0.0, 0.0, 0.0, 2.0464231967926025, -0.2883166968822479, -0.41632694005966187, -0.04146639630198479, 2.899405002593994, 2.0117347240448
